Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,BR_Density,Room_Density,Dist_to_City,RecID,SetID
176300,7.1837,20,892,129,331,135,35.35,-119.08,114200.6007,163304.6527,342131.1868,334963.0379,402732.2491,2.565891473,6.607407407,163304.6527,11489,O
49800,1.6632,27,1615,355,1380,332,35.35,-118.99,117885.2701,159618.8884,337921.4402,341065.1925,408738.1024,3.887323944,4.864457831,159618.8884,11501,O
45600,1.1786,32,1293,317,1109,286,35.35,-118.99,117885.2701,159618.8884,337921.4402,341065.1925,408738.1024,3.498422713,4.520979021,159618.8884,11502,O
33200,1.7614,21,496,131,511,124,35.35,-118.98,118322.7541,159230.3326,337463.023,341748.2124,409409.7129,3.900763359,4,159230.3326,11503,O
50800,1.9962,28,1913,486,858,371,35.35,-117.84,160211.4836,148948.3923,299520.4588,424813.6637,490613.733,1.765432099,5.156334232,148948.3923,11504,O
266800,2.7266,28,4323,886,1650,705,35.36,-120.83,2813.649389,277544.6672,447975.3764,239402.4731,304126.2541,1.862302483,6.131914894,239402.4731,11505,O
123400,4.5791,12,6442,1116,2966,1092,35.36,-119.08,115209.3615,164285.8774,343078.1491,334219.2472,401974.8456,2.657706093,5.899267399,164285.8774,11506,O
110700,4.6705,19,5254,894,2155,831,35.36,-119.07,115592.1635,163862.5494,342604.396,334894.6012,402639.8414,2.410514541,6.322503008,163862.5494,11507,O
95200,4.3482,9,1228,234,409,212,35.36,-119.06,115980.8745,163443.2369,342132.4672,335570.9846,403305.7163,1.747863248,5.79245283,163443.2369,11508,O
84700,3.6548,30,4635,800,2307,754,35.36,-119.05,116375.4353,163027.9707,341662.37,336248.3912,403972.4661,2.88375,6.147214854,163027.9707,11509,O
66900,1.8362,36,1942,414,1051,411,35.36,-119.04,116775.7865,162616.782,341194.1121,336926.8148,404640.0862,2.538647343,4.725060827,162616.782,11511,O
69500,3.0435,40,1533,312,771,306,35.36,-119.04,116775.7865,162616.782,341194.1121,336926.8148,404640.0862,2.471153846,5.009803922,162616.782,11512,O
81300,3.9097,41,1944,363,977,388,35.36,-119.03,117181.8689,162209.7016,340727.7011,337606.2494,405308.5726,2.691460055,5.010309278,162209.7016,11513,O
76800,1.9671,41,2551,594,1342,595,35.36,-119.03,117181.8689,162209.7016,340727.7011,337606.2494,405308.5726,2.259259259,4.287394958,162209.7016,11514,O
70000,2.2827,48,1833,396,947,363,35.36,-119.02,117593.6229,161806.7607,340263.1446,338286.6888,405977.9208,2.391414141,5.049586777,161806.7607,11515,O
73700,2.5062,47,1631,340,847,315,35.36,-119.02,117593.6229,161806.7607,340263.1446,338286.6888,405977.9208,2.491176471,5.177777778,161806.7607,11516,O
60700,1.6797,38,1838,388,1203,373,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265,3.100515464,4.927613941,161407.9902,11517,O
57000,1.2157,36,2658,626,1490,529,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265,2.380191693,5.024574669,161407.9902,11518,O
51600,1.056,24,1941,484,1277,435,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265,2.638429752,4.462068966,161407.9902,11519,O
42500,1.25,39,896,217,805,197,35.36,-119,118433.9089,161013.4211,339339.6254,339650.5577,407319.1857,3.709677419,4.54822335,161013.4211,11521,O
48600,1.7375,35,1021,280,1258,239,35.36,-119,118433.9089,161013.4211,339339.6254,339650.5577,407319.1857,4.492857143,4.271966527,161013.4211,11522,O
47800,1.1136,18,1524,354,1210,344,35.36,-118.99,118862.3221,160623.0844,338880.678,340333.9753,407991.094,3.418079096,4.430232558,160623.0844,11523,O
49300,1.2232,31,1498,359,1168,340,35.36,-118.99,118862.3221,160623.0844,338880.678,340333.9753,407991.094,3.253481894,4.405882353,160623.0844,11524,O
49400,1.6981,29,1244,266,933,227,35.36,-118.98,119296.1699,160237.011,338423.6156,341018.3738,408663.8472,3.507518797,5.480176211,160237.011,11525,O
42700,1.2617,15,1482,338,1059,279,35.36,-118.98,119296.1699,160237.011,338423.6156,341018.3738,408663.8472,3.133136095,5.311827957,160237.011,11526,O
46700,1.5743,31,1418,306,1219,312,35.36,-118.97,119735.3932,159855.2318,337968.4458,341703.7471,409337.4412,3.983660131,4.544871795,159855.2318,11527,O
54000,2.4848,35,2285,497,1738,480,35.36,-118.96,120179.933,159477.7777,337515.1763,342390.0894,410011.8718,3.496981891,4.760416667,159477.7777,11528,O
54700,2.1078,30,2294,508,1753,482,35.36,-118.95,120629.7305,159104.6794,337063.8148,343077.395,410687.1349,3.450787402,4.7593361,159104.6794,11529,O
227300,1.65,29,2046,588,846,410,35.37,-120.89,2740.059372,282792.114,452867.5427,236286.3064,300651.7126,1.43877551,4.990243902,236286.3064,11531,O
226900,2.8173,21,1033,195,588,187,35.37,-120.85,1063.759436,279671.8205,450079.6586,237670.8078,302302.9959,3.015384615,5.524064171,237670.8078,11532,O
200000,2.5552,34,3279,714,1397,646,35.37,-120.84,1910.083329,278893.7785,449384.7029,238024.0958,302720.9918,1.956582633,5.075851393,238024.0958,11533,O
157300,5.3119,6,7383,1095,3415,1059,35.37,-119.2,112146.1423,170619.0217,349834.2019,325438.6149,393295.1443,3.118721461,6.971671388,170619.0217,11534,O
146200,4.8266,13,4527,713,2170,671,35.37,-119.12,114762.2012,166991.1956,345933.7276,330780.8145,398563.2976,3.043478261,6.746646796,166991.1956,11535,O
82700,2.875,44,1618,310,667,300,35.37,-119.04,117772.7993,163609.8936,342147.509,336190.7046,403888.9833,2.151612903,5.393333333,163609.8936,11536,O
75300,2.1818,46,1637,338,714,297,35.37,-119.04,117772.7993,163609.8936,342147.509,336190.7046,403888.9833,2.112426036,5.511784512,163609.8936,11537,O
126600,1.6786,52,1503,367,554,277,35.37,-119.03,118175.4063,163205.34,341682.4559,336871.5382,404558.6262,1.509536785,5.42599278,163205.34,11538,O
72300,2.6513,42,2508,483,1035,442,35.37,-119.03,118175.4063,163205.34,341682.4559,336871.5382,404558.6262,2.142857143,5.674208145,163205.34,11539,O
47500,1.9125,35,120,35,477,41,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859,13.62857143,2.926829268,162408.6414,11541,O
66000,1.4779,44,593,136,364,121,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859,2.676470588,4.900826446,162408.6414,11542,O
84400,1.7321,45,629,143,568,139,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859,3.972027972,4.525179856,162408.6414,11543,O
57800,1.8801,38,1702,380,1191,366,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859,3.134210526,4.650273224,162408.6414,11544,O
46700,1.2469,33,821,181,579,172,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859,3.198895028,4.773255814,162408.6414,11545,O
55500,2.2212,41,303,78,216,80,35.37,-119,119416.8781,162016.5574,340298.4427,338920.021,406572.6941,2.769230769,3.7875,162016.5574,11546,O
57400,1.4773,36,832,198,814,174,35.37,-118.99,119841.7253,161628.6909,339840.8457,339604.8226,407245.749,4.111111111,4.781609195,161628.6909,11547,O
58100,1.7292,38,918,220,743,222,35.37,-118.99,119841.7253,161628.6909,339840.8457,339604.8226,407245.749,3.377272727,4.135135135,161628.6909,11548,O
57900,1.1638,35,825,179,670,181,35.37,-118.98,120271.9874,161245.0723,339385.1316,340290.6012,407919.6464,3.74301676,4.55801105,161245.0723,11549,O
58000,1.8819,41,2396,602,1781,543,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382,2.958471761,4.41252302,160865.7321,11551,O
42500,1.4125,52,425,119,380,97,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382,3.193277311,4.381443299,160865.7321,11552,O
48900,1.7197,34,1379,333,1156,315,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382,3.471471471,4.377777778,160865.7321,11553,O
52400,1.7467,41,1463,339,1066,318,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518,3.144542773,4.600628931,160490.7006,11554,O
54300,1.365,40,1603,374,1026,337,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518,2.743315508,4.756676558,160490.7006,11555,O
53400,1.9612,32,1025,259,874,236,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518,3.374517375,4.343220339,160490.7006,11556,O
61300,2.1588,34,1672,359,1059,349,35.37,-118.95,121594.6848,160120.008,338029.3634,342353.7406,409946.3516,2.949860724,4.790830946,160120.008,11557,O
55400,1.6728,37,1475,327,946,295,35.37,-118.95,121594.6848,160120.008,338029.3634,342353.7406,409946.3516,2.892966361,5,160120.008,11558,O
57600,2.0643,33,3372,741,2352,704,35.37,-118.94,122046.0288,159753.6846,337581.2574,343043.3688,410623.5773,3.174089069,4.789772727,159753.6846,11559,O
57400,2.875,37,1667,362,971,335,35.37,-118.94,122046.0288,159753.6846,337581.2574,343043.3688,410623.5773,2.682320442,4.976119403,159753.6846,11561,O
62800,2.6903,34,2412,446,1558,421,35.37,-118.93,122502.4995,159391.7605,337135.0724,343733.9449,411301.6247,3.493273543,5.729216152,159391.7605,11562,O
75700,2.4919,17,3589,701,1746,640,35.37,-118.92,122964.0399,159034.2657,336690.8162,344425.4632,411980.4899,2.490727532,5.6078125,159034.2657,11563,O
67600,3.3462,32,4121,755,2590,721,35.37,-118.91,123430.5931,158681.2302,336248.4963,345117.9181,412660.1688,3.430463576,5.715672677,158681.2302,11564,O
87000,3.5441,14,2458,433,1352,411,35.37,-118.87,124958.0874,157314.2759,334498.7336,347896.9909,415386.9412,3.122401848,5.98053528,157314.2759,11565,O
184200,2.3075,27,3493,909,1481,666,35.38,-120.85,1870.36658,280243.5953,450794.0767,236646.3922,301316.0301,1.629262926,5.244744745,236646.3922,11566,O
121000,4.4196,18,1521,269,706,279,35.38,-119.12,115787.6057,167965.3971,346877.206,330035.4292,397804.5059,2.624535316,5.451612903,167965.3971,11567,O
82800,2.9453,37,2044,394,894,359,35.38,-119.11,116139.7694,167531.5254,346398.9665,330709.4624,398468.2953,2.269035533,5.693593315,167531.5254,11568,O
91800,3,38,2122,394,843,410,35.38,-119.03,119171.0356,164202.471,342638.1579,336138.8974,403810.3467,2.139593909,5.175609756,164202.471,11569,O
60000,0.8054,52,90,35,36,31,35.38,-119.02,119575.8409,163804.5298,342176.3072,336822.1292,404482.0046,1.028571429,2.903225806,163804.5298,11571,O
63800,1.1875,48,346,92,129,63,35.38,-119.02,119575.8409,163804.5298,342176.3072,336822.1292,404482.0046,1.402173913,5.492063492,163804.5298,11572,O
50600,1.4427,36,790,224,426,208,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515,1.901785714,3.798076923,163410.7312,11573,O
57500,1.1944,44,434,110,274,86,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515,2.490909091,5.046511628,163410.7312,11574,O
67500,1.075,52,114,26,158,26,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515,6.076923077,4.384615385,163410.7312,11575,O
51000,1.4024,26,1317,374,1025,304,35.38,-118.99,120823.4226,162635.6817,340801.9353,338877.7476,406502.0768,2.740641711,4.332236842,162635.6817,11576,O
57500,1.3451,30,1390,361,1116,298,35.38,-118.99,120823.4226,162635.6817,340801.9353,338877.7476,406502.0768,3.091412742,4.66442953,162635.6817,11577,O
50000,1.0648,39,1497,383,1182,355,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197,3.08616188,4.216901408,162254.4907,11578,O
54800,1.4786,24,1807,465,1460,410,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197,3.139784946,4.407317073,162254.4907,11579,O
49400,0.8639,28,1171,299,1193,273,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197,3.989966555,4.289377289,162254.4907,11581,O
46800,1.625,32,1361,363,1483,297,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984,4.085399449,4.582491582,161877.5622,11582,O
48000,0.9951,42,1185,358,1038,299,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984,2.899441341,3.963210702,161877.5622,11583,O
57500,1.375,35,1673,426,1041,413,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984,2.443661972,4.050847458,161877.5622,11584,O
92900,3.6734,34,2047,347,888,352,35.38,-118.96,122119.5589,161504.926,339444.4923,340942.1254,408529.7087,2.55907781,5.815340909,161504.926,11585,O
85600,3.0568,41,2417,435,973,406,35.38,-118.96,122119.5589,161504.926,339444.4923,340942.1254,408529.7087,2.236781609,5.95320197,161504.926,11586,O
95200,3.5938,35,2220,388,906,373,35.38,-118.95,122562.1297,161136.6119,338995.8084,341632.1705,409207.2465,2.335051546,5.951742627,161136.6119,11587,O
83100,3.725,30,2594,478,1419,480,35.38,-118.95,122562.1297,161136.6119,338995.8084,341632.1705,409207.2465,2.968619247,5.404166667,161136.6119,11588,O
87000,3.7533,26,4800,831,2365,743,35.38,-118.94,123009.8691,160772.6495,338549.0358,342323.1653,409885.6077,2.845968712,6.460296097,160772.6495,11589,O
48800,1.6009,39,2228,542,1516,435,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865,2.79704797,5.12183908,163644.0312,11601,O
55400,1.8319,36,1438,348,1054,341,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865,3.028735632,4.217008798,163644.0312,11602,O
70100,2.5083,52,2805,573,1325,522,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865,2.312390925,5.373563218,163644.0312,11603,O
49100,1.4146,22,1812,457,1592,420,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764,3.483588621,4.314285714,163265.2411,11604,O
50700,1.1875,29,607,177,476,143,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764,2.689265537,4.244755245,163265.2411,11605,O
46900,1.2618,32,2620,682,2375,684,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764,3.482404692,3.830409357,163265.2411,11606,O
59500,2.774,38,2121,433,1547,441,35.39,-118.97,122659.1557,162890.6975,340859.7528,339530.8155,407113.2995,3.572748268,4.80952381,162890.6975,11607,O
79000,3.1297,23,5624,1148,2842,1042,35.39,-118.96,123092.9773,162520.4297,340410.4968,340221.2808,407791.1516,2.475609756,5.39731286,162520.4297,11608,O
139100,5.4592,27,3074,452,1223,452,35.39,-118.94,123976.189,161792.8389,339517.6965,341605.061,409149.3266,2.705752212,6.800884956,161792.8389,11609,O
278800,3.6908,23,2059,354,636,278,35.4,-120.92,3347.364623,286830.8251,457090.1523,232176.789,296449.4419,1.796610169,7.40647482,232176.789,11611,O
186200,2.7043,21,2787,641,1106,501,35.4,-120.86,3844.228154,282170.6507,452919.9355,234245.0558,298924.8344,1.725429017,5.562874251,234245.0558,11612,O
69800,1.9718,32,2167,421,1301,394,35.4,-119.47,109893.823,187131.1042,366481.4244,305567.2701,373571.874,3.090261283,5.5,187131.1042,11613,O
104700,2.8452,24,2585,480,1442,424,35.4,-119.42,110501.3864,184431.1381,363828.8127,308760.7817,376742.936,3.004166667,6.096698113,184431.1381,11614,O
126400,3.8611,18,1894,319,846,317,35.4,-119.05,120389.0213,166999.4256,345476.2461,333310.7936,400973.4385,2.652037618,5.974763407,166999.4256,11615,O
63500,2.1818,35,2608,620,1566,583,35.4,-119.03,121168.3634,166201.1031,344552.3721,334679.8819,402318.8256,2.525806452,4.473413379,166201.1031,11616,O
44600,1.7109,11,8739,2190,4781,1919,35.4,-119.01,121969.9947,165419.1218,343635.8868,336052.9283,403667.6199,2.183105023,4.553934341,165419.1218,11617,O
93900,4.3906,44,2250,378,928,379,35.4,-119,122379.0325,165034.3319,343180.4335,336740.9207,404343.2841,2.455026455,5.936675462,165034.3319,11618,O
90400,4.0208,43,2225,392,890,374,35.4,-118.99,122793.4789,164653.7146,342726.8496,337429.8845,405019.7874,2.270408163,5.949197861,164653.7146,11619,O
69800,2.8393,34,813,171,440,170,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255,2.573099415,4.782352941,164277.2988,11621,O
73100,2.9821,36,1443,273,680,259,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255,2.490842491,5.571428571,164277.2988,11622,O
76600,3.4205,36,1864,331,1052,325,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255,3.178247734,5.735384615,164277.2988,11623,O
76200,3.1906,34,1859,323,854,309,35.4,-118.97,123638.379,163905.1136,341825.3198,338810.7028,406375.2943,2.643962848,6.01618123,163905.1136,11624,O
89000,3.2325,28,4667,875,2404,841,35.4,-118.96,124068.7238,163537.1878,341377.3888,339502.5455,407054.2897,2.747428571,5.549346017,163537.1878,11625,O
89100,3.5524,27,2473,400,1271,427,35.4,-118.96,124068.7238,163537.1878,341377.3888,339502.5455,407054.2897,3.1775,5.791569087,163537.1878,11626,O
101700,3.6875,23,4483,894,2136,883,35.4,-118.95,124504.2592,163173.5502,340931.357,340195.3362,407734.1074,2.389261745,5.077010193,163173.5502,11627,O
104600,4.2214,14,5548,941,2815,935,35.4,-118.94,124944.931,162814.2296,340487.232,340889.0689,408414.7433,2.991498406,5.93368984,162814.2296,11628,O
113000,2.569,10,3587,774,1398,763,35.4,-118.91,126297.2231,161762.4557,339166.3717,342975.8626,410461.52,1.80620155,4.701179554,161762.4557,11629,O
261600,4.1875,15,6725,1111,3139,1029,35.41,-120.65,19698.27663,266723.5539,439303.2396,241293.6354,307208.4814,2.825382538,6.535471331,241293.6354,11631,O
149000,4.4125,12,2835,471,1399,413,35.41,-119.19,116644.1521,173987.0071,353082.2776,323092.8905,390891.9464,2.970276008,6.86440678,173987.0071,11632,O
96900,4.4561,12,5589,941,3018,917,35.41,-119.12,118873.1552,170898.0887,349713.5768,327811.7236,395538.1394,3.207226355,6.094874591,170898.0887,11633,O
130600,5.6235,12,3449,522,1754,551,35.41,-119.09,119919.7809,169630.8916,348296.3961,329849.8439,397542.7881,3.360153257,6.259528131,169630.8916,11634,O
69400,3.0625,25,1577,310,844,309,35.41,-119.04,121780.7542,167597.2638,345970.5529,333267.0861,400901.3186,2.722580645,5.103559871,167597.2638,11635,O
67500,1.3587,20,3268,833,1622,758,35.41,-119.04,121780.7542,167597.2638,345970.5529,333267.0861,400901.3186,1.947178872,4.311345646,167597.2638,11636,O
54300,1.7857,41,1808,435,1005,373,35.41,-119.03,122169.9626,167202.552,345510.8688,333953.5344,401575.6027,2.310344828,4.847184987,167202.552,11637,O
53200,2.0331,37,1761,443,911,365,35.41,-119.03,122169.9626,167202.552,345510.8688,333953.5344,401575.6027,2.056433409,4.824657534,167202.552,11638,O
67000,2.0575,21,2534,554,1297,517,35.41,-119.02,122564.718,166811.9118,345053.0299,334640.9684,402250.736,2.341155235,4.901353965,166811.9118,11639,O
51400,1.3222,31,2348,701,1413,611,35.41,-119.02,122564.718,166811.9118,345053.0299,334640.9684,402250.736,2.015691869,3.842880524,166811.9118,11641,O
94500,3.875,36,1482,266,640,274,35.41,-118.98,124198.1408,165290.6399,343240.2748,337400.4396,404959.6765,2.406015038,5.408759124,165290.6399,11642,O
85500,3.996,36,1896,315,937,303,35.41,-118.97,124619.8293,164920.787,342791.773,338092.7114,405638.9923,2.974603175,6.257425743,164920.787,11643,O
87100,2.947,29,3548,729,1542,659,35.41,-118.96,125046.7441,164555.177,342345.1608,338785.933,406319.1321,2.115226337,5.383915023,164555.177,11644,O
99500,3.875,21,3999,727,1889,688,35.41,-118.95,125478.8317,164193.8384,341900.4456,339480.0987,407000.0916,2.598349381,5.8125,164193.8384,11645,O
143000,6.3639,10,3216,526,1539,483,35.41,-118.94,125916.039,163836.7993,341457.6348,340175.2025,407681.8669,2.925855513,6.658385093,163836.7993,11646,O
100800,3.0938,6,4656,971,2320,935,35.41,-118.9,127715.0038,162452.2007,339705.5841,342964.8855,410417.0431,2.389289392,4.979679144,162452.2007,11647,O
279400,3.7738,18,3418,686,970,453,35.42,-120.94,3703.961689,289526.8143,459905.4912,229441.0573,293649.6556,1.413994169,7.545253863,229441.0573,11648,O
200000,10.0263,52,154,28,37,16,35.42,-119.11,120244.5896,171455.1594,350188.143,327754.4653,395454.5702,1.321428571,9.625,171455.1594,11649,O
107600,2.6812,19,3889,832,1872,731,35.42,-119.07,121663.1864,169798.717,348314.6982,330483.8375,398137.4149,2.25,5.320109439,169798.717,11651,O
57000,2.8393,41,1992,421,1006,419,35.42,-119.05,122407.0691,168994.0504,347388.8323,331854.587,399484.0389,2.389548694,4.754176611,168994.0504,11652,O
63200,2.325,35,2353,483,1368,455,35.42,-119.05,122407.0691,168994.0504,347388.8323,331854.587,399484.0389,2.832298137,5.171428571,168994.0504,11653,O
54700,1.8403,47,1691,402,913,358,35.42,-119.04,122787.4752,168597.7049,346928.6389,332541.4558,400158.636,2.271144279,4.723463687,168597.7049,11654,O
62400,2.5703,45,1628,352,754,334,35.42,-119.03,123173.4552,168205.389,346470.2816,333229.3122,400834.084,2.142045455,4.874251497,168205.389,11655,O
67900,2.6094,38,2952,598,1491,568,35.42,-119.03,123173.4552,168205.389,346470.2816,333229.3122,400834.084,2.493311037,5.197183099,168205.389,11656,O
54600,1.6286,42,1705,418,905,393,35.42,-119.03,123173.4552,168205.389,346470.2816,333229.3122,400834.084,2.16507177,4.338422392,168205.389,11657,O
64900,2.7583,42,2271,458,1124,447,35.42,-119.02,123564.9566,167817.1309,346013.7676,333918.1504,401510.3787,2.454148472,5.080536913,167817.1309,11658,O
67200,2.2727,40,1089,226,520,218,35.42,-119.02,123564.9566,167817.1309,346013.7676,333918.1504,401510.3787,2.300884956,4.995412844,167817.1309,11659,O
52600,1.4598,40,1912,439,1015,413,35.42,-119.02,123564.9566,167817.1309,346013.7676,333918.1504,401510.3787,2.312072893,4.629539952,167817.1309,11661,O
237500,4.8571,28,254,35,118,37,35.43,-119.09,121966.2304,171608.946,350200.191,328386.5113,396047.4108,3.371428571,6.864864865,171608.946,11662,O
70700,3.1736,39,2033,370,956,379,35.43,-119.02,124567.0892,168823.6882,346975.4077,333197.4732,400771.7366,2.583783784,5.364116095,168823.6882,11663,O
22500,2.7138,8,9975,1743,6835,1439,35.43,-116.57,234913.945,216458.7754,306681.2216,521391.6891,584384.2245,3.921399885,6.931897151,216458.7754,11664,O
283600,2.6864,30,6346,1410,1769,887,35.44,-120.95,4857.245811,291450.1329,462025.4922,227039.8143,291255.2588,1.254609929,7.154453213,227039.8143,11665,O
77000,3.0268,5,2133,487,1182,438,35.44,-119.05,124432.1338,170994.3304,349305.1014,330406.9234,398001.4831,2.427104723,4.869863014,170994.3304,11666,O
84400,4.0125,29,3415,631,1527,597,35.44,-119.02,125571.0704,169831.5598,347937.9427,332478.9507,400034.8191,2.419968304,5.720268007,169831.5598,11667,O
82500,2.5806,20,3458,651,1465,621,35.44,-119.01,125961.6229,169452.0481,347485.9071,333171.5697,400714.2777,2.250384025,5.568438003,169452.0481,11668,O
204200,6.1563,13,1439,237,557,227,35.44,-118.93,129275.1256,166565.2921,343936.9725,338746.6373,406179.5752,2.35021097,6.339207048,166565.2921,11669,O
225600,4.5179,17,3748,609,1860,612,35.46,-120.66,20978.42512,270599.1091,443710.5574,235937.9181,301970.5538,3.054187192,6.124183007,235937.9181,11671,O
146400,2.5437,6,5876,1406,2877,1304,35.46,-120.64,22565.04165,269111.0046,442375.7736,236780.2766,302908.4577,2.046230441,4.506134969,236780.2766,11672,O
184800,3.9063,18,2474,449,1269,431,35.47,-120.66,21556.34347,271232.8287,444461.81,234952.3788,301018.3944,2.826280624,5.740139211,234952.3788,11673,O
117200,2.1154,8,416,121,936,97,35.47,-120.64,23103.11982,269748.4031,443129.4513,235798.1514,301959.1367,7.73553719,4.288659794,235798.1514,11674,O
216400,6.2885,6,1755,280,664,254,35.47,-118.92,132638.9888,169320.7165,346433.4432,337346.8325,404700.6259,2.371428571,6.909448819,169320.7165,11675,O
78400,2.5474,13,2267,601,756,276,35.47,-118.61,145597.4991,161160.2632,334048.1421,359625.3449,426468.9182,1.257903494,8.213768116,161160.2632,11676,O
205800,2.7798,15,2608,525,1351,502,35.48,-120.68,20717.84956,273354.5476,446548.1326,233129.4047,299131.4048,2.573333333,5.195219124,233129.4047,11677,O
176100,3.3438,18,2339,443,1097,416,35.48,-120.67,21439.65474,272611.5637,445880.8999,233547.3508,299598.4062,2.476297968,5.622596154,233547.3508,11678,O
166900,3.225,19,2310,471,1341,441,35.48,-120.65,22922.56903,271128.7164,444549.1458,234391.2545,300538.1772,2.847133758,5.238095238,234391.2545,11679,O
59400,1.8369,17,2354,514,775,380,35.48,-118.23,164169.8999,158765.1437,322738.7898,387283.9856,453380.6028,1.507782101,6.194736842,158765.1437,11681,O
222400,4.1375,16,2666,450,1203,429,35.49,-120.69,20310.00074,274732.9328,447966.9098,231725.7281,297712.0941,2.673333333,6.214452214,231725.7281,11682,O
171300,2.8285,17,4422,945,2307,885,35.49,-120.66,22831.06999,272509.4529,445968.8287,232984.7127,299117.3812,2.441269841,4.996610169,232984.7127,11683,O
64600,2.2071,34,2304,437,1506,403,35.49,-119.38,120965.9742,190604.6515,369973.9188,304412.0661,372289.6038,3.446224256,5.717121588,190604.6515,11684,O
65400,2.3533,39,2649,572,1815,547,35.49,-119.27,123070.2598,185326.0113,364481.9622,311751.8074,379523.4669,3.173076923,4.842778793,185326.0113,11685,O
292900,5.2508,12,3098,453,1433,434,35.5,-120.71,19085.24721,276854.1973,450053.199,229909.1891,295828.9312,3.163355408,7.138248848,229909.1891,11686,O
173800,3.7672,19,3369,673,1834,646,35.5,-120.68,21562.53487,274629.947,448053.3253,231157.1317,297226.88,2.725111441,5.215170279,231157.1317,11687,O
175000,3.2813,15,2752,546,1422,545,35.5,-120.67,22400.65448,273890.6051,447388.4994,231578.531,297696.75,2.604395604,5.049541284,231578.531,11688,O
163900,3.3125,19,1861,364,1040,363,35.5,-120.66,23243.84282,273152.3146,446724.5796,232002.6148,298168.5483,2.857142857,5.126721763,232002.6148,11689,O
37500,2.2321,36,786,194,573,134,35.52,-119.28,126084.7324,188659.0294,367778.0223,308854.9381,376593.1094,2.953608247,5.865671642,188659.0294,11701,O
98000,5.0762,11,1751,316,765,296,35.54,-117.84,179907.363,169488.2593,320198.0096,413846.4529,478910.6332,2.420886076,5.915540541,169488.2593,11702,O
40400,3.4145,35,7922,1636,3431,1329,35.54,-117.29,202487.8106,186949.2029,314267.8122,457543.7896,521456.7286,2.097188264,5.960872837,186949.2029,11703,O
271200,3.8019,13,5383,1070,1880,796,35.55,-121.14,6355.092441,312501.5899,483072.0006,209649.502,272793.7181,1.757009346,6.762562814,209649.502,11704,O
172100,3.5,10,3979,761,1834,671,35.55,-120.7,22792.31503,279334.391,453162.6266,225394.5301,291536.7718,2.409986859,5.929955291,225394.5301,11705,O
125000,2.7,29,510,84,236,73,35.55,-119.36,126989.7159,195254.6845,374516.8735,301234.0588,369015.7918,2.80952381,6.98630137,195254.6845,11706,O
142500,5.5551,9,3811,605,1518,568,35.55,-117.68,186373.8461,174314.1545,318752.5036,425894.9115,490578.4933,2.509090909,6.709507042,174314.1545,11707,O
67500,3.4028,18,1321,272,754,226,35.55,-115.93,281063.3292,268992.4324,334896.7875,569015.5644,630235.1847,2.772058824,5.845132743,268992.4324,11708,O
